player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Jeremiah Wright,124008,G,AUBURN,12,100.0,1,115,64.0,73.3,60.8,1,5,418,100.0,100.0,98.8,4,8,2,731,0,0,0,731,434,434,731,0,297,0
Mitchell Mayes,122151,G,CHARLOTTE,12,100.0,1,136,64.0,75.7,60.0,0,13,401,100.0,100.0,97.9,3,15,2,730,0,0,0,730,430,430,730,0,300,0
Demetrius Hunter,156167,C,HOUSTON,12,100.0,2,182,61.4,60.0,61.2,1,8,346,100.0,100.0,98.4,4,10,1,730,730,0,0,730,366,366,0,0,364,0
Travon Taylor,102192,T,W KENTUCKY,12,100.0,1,346,66.0,65.7,63.2,5,10,401,100.0,100.0,96.9,4,20,5,729,0,3,725,729,416,416,0,0,313,0
Peyton Dunn,147180,G,HOUSTON,12,100.0,0,182,66.0,87.0,60.4,1,6,345,100.0,100.0,99.0,4,7,0,728,5,723,0,728,365,365,0,0,363,0
Will Jados,145817,T,MIAMI OH,13,100.0,0,221,64.0,45.2,74.4,3,15,421,100.0,100.0,97.6,1,19,1,728,0,0,728,728,433,433,0,0,295,0
Jude Bowry,156223,T,BOSTON COL,12,100.0,0,121,70.5,76.2,64.7,3,15,321,100.0,100.0,96.6,1,20,2,728,0,0,715,728,335,335,0,0,393,13
Austin Barber,146692,T,FLORIDA,13,99.9,2,163,68.0,67.7,69.4,3,8,344,99.7,99.7,97.8,9,13,2,728,0,0,715,729,367,368,0,0,361,13
LaJuan Owens,169986,T,NEW MEXICO,10,100.0,0,241,65.1,80.5,60.5,1,5,352,100.0,100.0,99.1,6,6,0,728,0,0,718,728,382,382,0,7,346,3
Otis Pitts III,145492,G,UTEP,12,100.0,0,330,62.6,67.6,64.5,0,4,378,100.0,100.0,99.2,6,5,1,726,2,0,0,726,396,396,724,0,330,0
Hall Schmidt,163388,T,BOISE ST,12,100.0,0,120,47.2,52.8,49.6,1,19,329,100.0,100.0,96.7,9,21,1,725,0,0,0,725,348,348,0,725,377,0
Carson Heidecker,188457,T,OHIO,12,100.0,1,259,72.3,70.9,75.6,1,12,325,100.0,100.0,97.7,9,14,1,724,0,338,277,724,339,339,0,109,385,0
Flavio Gonzalez,162473,G,OREGON ST,12,100.0,0,265,66.1,51.0,69.4,3,16,365,100.0,100.0,97.1,2,20,1,723,0,10,0,723,389,389,713,0,334,0
Ben Chukwuma,123850,T,GA STATE,11,100.0,1,175,57.1,59.3,55.8,4,21,416,100.0,100.0,96.5,10,27,2,722,0,0,721,722,442,442,0,0,280,1
Gunnar Hansen,146959,T,VANDERBILT,12,100.0,1,333,57.4,63.9,58.1,2,15,321,100.0,100.0,97.0,8,18,1,722,0,0,380,722,342,342,0,325,380,17
Evan Link,176292,T,MICHIGAN,13,100.0,0,222,50.5,38.0,55.3,5,23,304,100.0,100.0,94.7,1,30,2,720,0,0,74,720,314,314,0,644,406,1
Simon Wilson,170493,C,MIDDLE TN,12,100.0,0,224,62.7,73.1,59.3,0,6,447,100.0,100.0,99.1,8,7,1,720,585,114,0,720,473,473,21,0,247,0
Delano Townsend,173351,G,UAB,12,100.0,0,321,69.1,78.0,66.3,2,11,443,100.0,100.0,98.1,2,15,2,719,0,635,0,719,464,464,81,0,255,1
Jacob Norcross,190299,C,KENNESAW,12,100.0,0,200,43.9,49.2,43.5,0,9,322,100.0,100.0,98.3,4,10,1,719,719,0,0,719,334,334,0,0,385,0
Josh Remetich,123232,G,TULANE,14,100.0,0,319,68.8,80.2,70.4,0,8,310,100.0,100.0,98.7,9,8,0,719,0,1,0,719,326,326,717,0,393,0
Cole Birmingham,99427,G,OKLA STATE,12,100.0,0,262,66.8,76.9,61.6,1,7,399,100.0,100.0,98.7,2,9,1,718,0,718,0,718,429,429,0,0,289,0
Hudson Mesa,90875,C,S JOSE ST,11,100.0,0,285,51.8,52.7,48.9,3,11,456,100.0,100.0,98.0,1,16,2,717,717,0,0,717,488,488,0,0,229,0
J'Onre Reed,176030,C,SYRACUSE,12,100.0,0,304,67.4,69.5,64.8,2,11,447,100.0,100.0,98.1,4,15,2,715,714,0,1,715,476,476,0,0,239,0
Carter Miller,156713,C,LA MONROE,12,100.0,1,209,58.2,79.6,59.1,0,4,287,100.0,100.0,98.6,11,6,2,714,714,0,0,714,301,301,0,0,413,0
Costen Cooley,173854,C,AIR FORCE,12,100.0,0,101,81.9,59.4,81.1,2,3,163,100.0,100.0,98.5,0,5,0,714,714,0,0,714,171,171,0,0,543,0
Jay Mickle,181165,G,LA MONROE,12,100.0,1,209,57.9,59.1,57.0,0,7,285,100.0,100.0,97.4,3,11,4,711,0,2,0,711,299,299,707,1,412,0
Walker Parks,122156,G,CLEMSON,14,100.0,1,140,57.0,49.3,56.9,5,19,428,100.0,100.0,96.3,1,28,4,711,0,0,0,711,453,453,601,110,258,0
Maurice Smith,99650,C,FLORIDA ST,11,100.0,1,167,63.0,73.0,61.3,1,17,418,100.0,100.0,97.6,6,19,1,710,710,0,0,710,441,441,0,0,269,0
Caden Kitler,158445,C,UCF,11,100.0,0,323,70.9,78.3,67.9,0,9,311,100.0,100.0,98.6,3,9,0,709,709,0,0,709,322,322,0,0,387,0
Marcus Harper II,131712,G,OREGON,11,100.0,0,264,52.6,55.9,49.3,2,14,376,100.0,100.0,97.9,2,16,0,707,0,129,0,707,399,399,577,0,308,0
Jax Harrington,98255,G,LA LAFAYET,12,100.0,0,207,68.3,81.6,67.1,1,5,359,100.0,100.0,99.2,4,6,0,707,0,0,0,707,377,377,707,0,330,0
Kendall Stanley,157982,T,CHARLOTTE,12,100.0,0,136,76.2,76.0,71.0,2,12,385,100.0,100.0,97.9,2,15,1,706,0,0,0,706,414,414,0,706,292,0
Rodney Newsom Jr.,121781,G,W KENTUCKY,14,100.0,0,346,71.2,79.9,68.1,1,6,383,100.0,100.0,98.8,1,8,1,706,6,0,0,706,407,407,697,0,299,3
Wyatt Milum,144785,T,W VIRGINIA,11,99.9,1,343,91.0,92.5,89.2,0,6,335,100.0,99.7,99.1,5,6,0,705,0,0,700,706,356,357,0,0,349,6
Tunde Fatukasi,129876,T,BOWL GREEN,13,100.0,3,122,56.5,62.9,56.3,4,11,387,100.0,100.0,97.8,13,16,1,705,0,0,390,705,408,408,315,0,297,0
D.J. Jones,138046,T,UAB,11,99.9,1,321,63.3,69.0,58.1,3,16,411,99.8,99.8,96.2,5,25,6,704,0,0,1,705,431,432,0,681,273,3
Will McDonald,97835,C,CAL,10,100.0,1,130,64.2,72.6,63.1,0,7,432,100.0,100.0,98.7,8,9,2,704,704,0,0,704,465,465,0,0,239,0
Jake Wiley,100530,T,HOUSTON,12,100.0,1,182,60.8,75.3,53.5,1,11,333,100.0,100.0,97.3,2,15,3,704,0,6,1,704,353,353,68,629,351,0
Bless Harris,87406,T,TCU,13,100.0,0,305,64.4,74.1,53.7,5,7,413,100.0,100.0,98.1,0,14,2,703,0,2,701,703,434,434,0,0,269,0
Garrett DiGiorgio,146395,T,UCLA,11,100.0,0,324,72.4,74.0,75.5,1,21,431,100.0,100.0,96.8,8,25,3,703,0,0,0,703,449,449,0,702,254,1
Jaheim Buchanon,175543,C,FIU,12,100.0,1,166,63.7,66.0,60.3,0,3,350,100.0,100.0,99.3,1,4,1,703,366,294,6,703,380,380,19,16,323,2
Jacob Gideon,72705,C,W MICHIGAN,12,100.0,1,347,81.2,73.2,80.1,1,5,316,100.0,100.0,97.8,4,10,4,702,702,0,0,702,328,328,0,0,374,0
Mose Vavao,74174,C,FRESNO ST,12,100.0,0,169,68.6,81.7,61.6,1,4,409,100.0,100.0,99.1,1,6,1,702,702,0,0,702,432,432,0,0,270,0
Alex Atcavage,123591,T,FAU,12,100.0,0,165,54.3,50.9,52.7,0,32,365,100.0,100.0,95.1,1,34,2,700,0,29,10,700,385,385,255,406,315,0
Billy Schrauth,156979,G,NOTRE DAME,12,100.0,0,258,66.7,79.8,62.0,0,7,363,100.0,100.0,98.8,2,8,1,700,0,561,0,700,390,390,139,0,310,0
Wallace Unamba,169929,T,NEW MEXICO,10,100.0,1,241,64.0,67.4,64.8,2,7,364,100.0,100.0,98.8,6,9,0,699,0,4,36,699,395,395,0,654,304,5
Christian Hilborn,146501,G,WASH STATE,12,100.0,1,341,60.6,82.5,51.2,1,7,383,100.0,100.0,98.7,3,9,1,697,0,218,16,697,409,409,107,352,288,1
Quez Yates,156629,G,UAB,12,99.9,1,321,65.1,73.0,64.9,1,19,413,99.8,99.8,97.3,8,21,1,696,0,160,277,697,436,437,243,0,260,0
Carver Willis,122626,T,KANSAS ST,11,100.0,0,199,65.8,62.8,68.0,1,22,347,100.0,100.0,96.4,6,24,1,696,0,0,0,696,359,359,0,694,337,1
Steven Hubbard,122021,G,VANDERBILT,13,100.0,1,333,59.8,71.5,56.4,2,6,313,100.0,100.0,98.7,2,8,0,695,0,318,37,695,336,336,315,24,359,1
Ashton Beers,157497,G,MINNESOTA,13,100.0,0,225,62.5,58.4,61.5,4,7,396,100.0,100.0,97.1,0,17,6,694,16,137,2,694,414,414,534,5,280,0
Kolby Borders,145815,G,MIAMI OH,14,100.0,0,221,64.0,46.0,72.0,4,11,387,100.0,100.0,97.3,4,18,3,694,116,0,0,694,399,399,578,0,295,0
Jack Leyrer,146365,G,STANFORD,12,100.0,2,300,55.6,66.9,51.4,0,16,385,100.0,100.0,96.9,6,20,4,693,0,529,157,693,416,416,0,6,277,0
Brady Ploucha,158599,G,C MICHIGAN,12,100.0,0,134,71.8,61.1,72.8,5,8,321,100.0,100.0,98.0,0,13,0,693,0,0,0,693,346,346,693,0,347,0
Taylor Poitier,99437,G,KANSAS ST,13,100.0,0,199,69.1,70.4,68.0,1,12,337,100.0,100.0,98.1,1,13,0,693,0,0,0,693,352,352,692,0,341,0
Carson Lee,86142,G,E MICHIGAN,11,100.0,0,160,64.9,73.8,61.4,0,11,366,100.0,100.0,98.5,4,11,0,692,308,108,0,692,387,387,276,0,305,0
Aireontae Ersery,129649,T,MINNESOTA,12,99.9,0,225,77.5,77.3,73.6,1,10,398,99.7,99.8,98.4,3,12,1,690,0,2,679,691,419,420,0,4,271,6
Landon Peterson,99457,T,N TEXAS,11,100.0,0,251,52.0,63.7,46.0,2,13,435,100.0,100.0,97.8,4,17,2,689,0,0,0,689,461,461,103,585,228,1
Jack Walsh,150706,G,WYOMING,10,100.0,0,351,72.5,73.7,71.6,2,10,321,100.0,100.0,97.8,1,13,1,687,0,0,0,687,341,341,682,5,346,0
Heston Edwards,152262,G,COAST CAR,13,100.0,0,141,60.5,79.2,56.9,0,3,311,100.0,100.0,99.5,5,3,0,686,143,529,0,686,340,340,13,0,346,0
Brandon Crenshaw-Dickson,101241,T,FLORIDA,12,100.0,2,163,80.3,81.8,78.3,0,11,316,100.0,100.0,97.9,7,12,1,685,0,0,0,685,337,337,0,683,348,1
Kevin Meeder,130342,G,BALL ST,10,100.0,0,117,57.1,65.5,51.6,4,12,388,100.0,100.0,97.9,0,16,0,685,0,10,0,685,405,405,675,0,280,0
Tyhler Williams,156886,C,AKRON,11,100.0,0,102,52.3,41.6,59.7,3,13,418,100.0,100.0,97.8,6,17,1,685,685,0,0,685,443,443,0,0,242,0
Thomas Johnson,147083,C,COAST CAR,11,100.0,0,141,66.0,63.6,65.9,1,10,299,100.0,100.0,97.5,4,13,2,685,685,0,0,685,326,326,0,0,359,0
Marlon Martinez,124102,G,MISS STATE,12,100.0,0,227,49.8,53.7,47.0,4,14,366,100.0,100.0,97.3,2,19,1,680,0,49,0,680,399,399,631,0,281,0
Benjamin Roy Jr.,146391,G,UMASS,12,100.0,1,216,65.6,73.6,60.9,0,9,325,100.0,100.0,98.3,1,10,1,679,338,127,0,679,348,348,214,0,331,0
Gus Hartwig,129814,C,PURDUE,12,100.0,0,273,70.8,82.1,66.0,2,10,375,100.0,100.0,97.9,2,14,2,679,679,0,0,679,395,395,0,0,284,0
Ashton Lepo,158388,T,MICH STATE,12,100.0,2,223,45.5,43.3,52.5,3,19,357,100.0,100.0,95.0,6,29,7,678,0,0,0,678,375,375,0,678,303,0
Sidney Fugar,148284,T,BAYLOR,12,100.0,0,118,62.2,58.7,60.4,1,15,332,100.0,100.0,96.7,3,19,3,678,0,56,621,678,360,360,0,1,318,0
Charlie Nank,130523,C,MIAMI OH,13,100.0,0,221,71.2,67.7,74.9,1,6,394,100.0,100.0,98.9,5,8,1,676,676,0,0,676,404,404,0,0,272,0
Jesse Ramil,151251,T,JAMES MAD,12,100.0,0,197,70.2,74.4,69.4,1,7,354,100.0,100.0,97.5,6,13,5,676,0,0,671,676,368,368,0,0,308,5
Savion Byrd,144626,T,SMU,13,100.0,1,287,54.8,37.7,67.6,2,21,335,100.0,100.0,95.7,11,26,3,675,0,61,609,675,362,362,0,0,313,5
Enokk Vimahi,101548,G,WASHINGTON,13,100.0,0,340,59.8,63.5,57.0,2,13,401,100.0,100.0,97.4,1,18,3,674,0,113,3,674,415,415,548,10,259,0
DJ Wingfield,157230,G,PURDUE,12,100.0,0,273,65.7,62.5,66.9,3,15,375,100.0,100.0,96.8,3,21,3,674,0,0,0,674,395,395,674,0,279,0
Nick Morrow,174222,T,CAL,11,100.0,0,130,56.0,58.5,56.4,4,17,404,100.0,100.0,96.7,6,24,3,672,0,0,670,672,430,430,0,0,242,1
Brayden Swartout,145732,T,C MICHIGAN,11,100.0,2,134,67.0,72.0,65.3,2,10,301,100.0,100.0,98.0,8,12,0,669,0,0,0,669,323,323,0,667,346,2
Keyshawn Blackstock,174044,T,ARKANSAS,12,100.0,0,111,55.8,40.4,60.7,3,26,355,100.0,100.0,94.2,3,35,6,669,0,224,0,669,370,370,0,442,299,3
Kobe Baynes,122692,G,KANSAS,12,99.9,2,198,68.5,78.9,69.1,0,7,295,99.7,100.0,98.8,6,7,0,668,0,0,0,669,309,309,665,1,359,0
Knijeah Harris,174244,G,FLORIDA,13,100.0,1,163,69.4,65.0,72.4,3,13,317,100.0,100.0,97.2,5,17,1,668,9,658,0,668,335,335,0,0,333,0
Rodrick Tialavea,131959,G,WASH STATE,13,100.0,0,341,51.0,66.0,46.8,1,12,362,100.0,100.0,97.7,5,15,2,668,0,664,0,668,388,388,0,0,280,2
Ben Taylor-Whitfield,173151,T,TCU,13,100.0,1,305,46.8,60.8,42.3,3,9,377,100.0,100.0,97.9,9,14,2,668,0,0,111,668,396,396,0,557,272,0
Mathyus Su'a,134899,G,UNLV,14,100.0,1,325,67.2,69.8,67.5,3,6,295,100.0,100.0,97.8,3,11,2,667,0,0,23,667,308,308,587,55,359,0
Drew Lawson,145423,C,SO MISS,12,100.0,0,296,59.2,77.3,53.5,3,6,357,100.0,100.0,98.5,3,10,1,667,667,0,0,667,377,377,0,0,290,0
Spencer Lovell,81559,G,NEVADA,12,100.0,0,239,69.9,72.0,68.9,2,9,344,100.0,100.0,98.4,3,11,0,667,0,0,0,667,376,376,667,0,291,0
Marcus Mbow,145113,T,PURDUE,12,100.0,0,273,74.0,68.0,78.7,1,21,367,100.0,100.0,96.2,7,25,3,666,0,0,0,666,385,385,0,658,281,8
Malcolm Lamar Sr.,76794,T,FAU,12,100.0,0,165,70.5,60.3,74.8,2,17,349,100.0,100.0,96.7,5,21,2,666,0,0,666,666,369,369,0,0,297,0
Logan Jones,129473,C,IOWA,12,100.0,1,192,83.6,77.2,82.3,1,4,273,100.0,100.0,99.1,2,5,0,666,666,0,0,666,280,280,0,0,386,0
Nick Sharpe,144205,G,WAKE,12,100.0,0,339,73.2,66.2,75.0,2,10,377,100.0,100.0,97.6,0,15,3,665,0,0,0,665,406,406,665,0,259,0
Dametrious Crownover,146990,T,TEXAS A&M,13,99.8,0,312,75.3,69.1,76.0,2,17,331,99.7,99.7,97.1,3,19,0,662,0,0,0,663,345,346,0,661,317,2
Bastian Swinney,146294,G,CAL,11,100.0,2,130,57.9,63.7,57.4,1,8,375,100.0,100.0,98.3,8,11,2,661,178,35,0,661,404,404,443,4,257,1
Matthew McCoy,162736,G,MIAMI FL,13,100.0,0,220,62.9,74.6,58.6,2,7,385,100.0,100.0,98.3,2,11,2,660,0,656,0,660,416,416,2,0,244,2
Tyler Needham,145131,T,RUTGERS,11,98.4,0,278,72.9,55.3,79.3,4,15,313,96.9,96.8,96.3,0,21,2,660,0,0,0,671,330,341,0,607,330,63
Jacoby Jackson,144756,G,MISS STATE,12,100.0,0,227,59.5,58.0,60.4,2,11,357,100.0,100.0,97.6,4,15,2,658,0,637,0,658,386,386,0,21,272,0
Sione Nomani,188840,G,S JOSE ST,12,99.8,1,285,49.3,46.6,49.4,2,13,405,99.8,99.8,98.1,7,15,0,658,0,659,0,659,441,442,0,0,217,0
Taj White,162921,G,RUTGERS,12,100.0,1,278,64.9,41.8,71.5,5,19,332,100.0,100.0,95.2,2,28,4,657,0,333,24,657,352,352,0,296,305,0
Marcus Tate,144140,G,CLEMSON,10,100.0,0,140,71.8,70.9,72.1,2,10,379,100.0,100.0,98.2,1,13,1,657,0,643,0,657,398,398,0,14,259,0
Isaia Glass,146274,T,OKLA STATE,12,100.0,0,262,61.0,66.2,55.2,1,12,373,100.0,100.0,97.7,3,15,2,656,0,0,347,656,396,396,0,309,260,0
JaDarious Lee,162946,T,FIU,11,99.5,1,166,48.2,24.5,63.8,3,20,324,99.1,99.2,96.1,6,24,1,655,0,0,1,658,352,355,0,649,303,8
Kyle Scott,171888,G,ARIZONA ST,13,100.0,0,110,56.6,75.4,51.6,2,7,300,100.0,100.0,98.2,2,10,1,655,0,3,0,655,314,314,652,0,341,0
Brandon Baldwin,144945,G,MICH STATE,12,100.0,0,223,49.6,34.9,53.4,4,28,353,100.0,100.0,94.6,4,35,3,655,0,0,96,655,369,369,528,31,286,0
Jett Duncan,121886,C,N TEXAS,10,100.0,0,251,49.9,51.2,47.7,2,9,431,100.0,100.0,98.5,3,12,1,655,279,0,87,655,460,460,132,157,195,0
Mahamane Moussa,145114,G,PURDUE,12,100.0,1,273,50.1,42.0,56.3,2,23,363,100.0,100.0,96.0,9,27,2,655,0,655,0,655,380,380,0,0,275,0
Devon Smith,171564,T,LA MONROE,11,100.0,0,209,41.7,36.9,44.1,3,11,258,100.0,100.0,95.3,1,19,5,654,0,0,0,654,270,270,2,651,384,1
Elijah Fisher,127950,G,LA MONROE,11,100.0,0,209,66.7,79.2,63.4,1,4,262,100.0,100.0,98.3,2,7,2,650,0,647,2,650,274,274,1,0,376,0
Makilan Thomas,147058,T,ARK STATE,9,100.0,1,113,73.4,76.6,66.3,3,9,354,100.0,100.0,97.5,1,15,3,650,0,0,1,650,378,378,0,649,272,0
Tanoa Togiai,131879,G,UTAH,11,100.0,0,328,79.0,60.1,84.8,6,8,345,100.0,100.0,97.4,1,16,2,649,0,649,0,649,359,359,0,0,290,0
Aidan Banfield,183324,G,N CAROLINA,11,100.0,1,245,61.4,63.0,60.5,3,13,331,100.0,100.0,96.7,3,19,3,649,0,618,0,649,358,358,31,0,291,0
Tony Georges,130291,C,KENT STATE,12,100.0,0,201,45.3,62.2,41.7,2,13,340,100.0,100.0,96.9,4,18,3,648,571,52,0,648,355,355,25,0,293,0
Mason Bowers,122319,T,KENNESAW,11,100.0,1,200,56.8,41.2,63.1,0,10,285,100.0,100.0,97.2,3,13,3,647,0,0,264,647,294,294,0,382,353,1
Luke Baklenko,176606,T,STANFORD,10,100.0,0,300,58.2,55.7,57.9,2,15,353,100.0,100.0,96.5,1,21,4,646,0,0,34,646,380,380,0,612,266,0
Josh Thompson,145039,G,NWESTERN,10,100.0,0,256,73.1,80.0,73.4,2,6,383,100.0,100.0,99.0,3,8,0,646,0,0,0,646,402,402,646,0,244,0
Kahlil House,188868,T,STANFORD,10,100.0,0,300,45.0,39.9,49.7,4,22,344,100.0,100.0,95.1,4,30,4,643,0,0,643,643,373,373,0,0,270,0
Jonny Hassard,128082,T,CHARLOTTE,12,100.0,1,136,68.4,79.7,58.6,2,14,357,100.0,100.0,97.2,3,18,2,643,0,22,589,643,382,382,0,31,261,0
Keylen Davis,163067,G,AKRON,12,100.0,0,102,55.2,61.5,50.3,1,10,391,100.0,100.0,98.1,1,13,2,643,0,83,0,643,415,415,558,0,228,2
Jake Burns,123558,G,BOWL GREEN,13,100.0,0,122,58.4,62.9,55.5,0,10,345,100.0,100.0,97.4,3,14,4,642,10,184,0,642,364,364,448,0,278,0
Chad Lindberg,124029,G,RICE,11,100.0,1,275,58.0,69.2,51.3,5,8,413,100.0,100.0,98.2,2,14,1,642,0,377,245,642,432,432,17,2,210,0
Van Wells,157694,C,OREGON ST,11,100.0,0,265,63.0,72.9,60.8,5,5,290,100.0,100.0,98.3,4,10,0,641,641,0,0,641,307,307,0,0,334,0
Delfin Xavier Castillo,146960,C,VANDERBILT,13,100.0,1,333,64.3,52.8,66.0,2,13,285,100.0,100.0,96.7,2,17,2,640,560,39,0,640,308,308,41,0,332,0
Cole Best,144473,C,USF,12,100.0,0,327,63.1,79.1,60.2,0,10,352,100.0,100.0,97.7,6,13,3,639,437,200,0,639,380,380,1,0,259,0
Kadyn Proctor,172392,T,ALABAMA,11,100.0,0,103,70.8,71.5,69.3,3,9,305,100.0,100.0,97.0,4,15,3,639,0,0,639,639,323,323,0,0,316,0
Tyler Brown,98070,G,COLORADO,13,100.0,1,143,58.3,64.4,52.1,1,18,424,100.0,100.0,97.5,3,20,1,637,0,462,0,637,460,460,15,160,177,0
Isaac Bunyun,129501,G,MARYLAND,12,100.0,0,215,46.5,27.5,49.3,5,6,384,100.0,100.0,97.5,1,15,4,636,0,636,0,636,412,412,0,0,224,0
BJ Tolo,175687,G,NEW MEX ST,12,100.0,0,242,56.6,69.8,52.0,0,10,303,100.0,100.0,98.0,1,11,1,636,0,62,0,636,327,327,574,0,309,0
Alexander Doost,176507,G,ARIZONA,12,100.0,0,109,65.7,73.2,63.2,1,10,388,100.0,100.0,97.8,3,14,3,634,0,122,0,634,408,408,495,15,226,0
Amare Grayson,189783,G,JVILLE ST,12,100.0,0,196,54.4,64.0,51.3,2,8,208,100.0,100.0,97.6,1,10,0,633,0,0,0,633,224,224,633,0,409,0
Donavan Manson,122346,G,COAST CAR,12,100.0,1,141,64.8,58.3,65.4,1,11,283,100.0,100.0,97.9,2,12,0,631,0,0,0,631,305,305,630,0,326,0
Heath Ozaeta,173715,G,OKLAHOMA,11,100.0,0,261,57.3,67.9,54.0,0,11,325,100.0,100.0,97.1,3,15,4,630,0,630,0,630,345,345,0,0,285,0
Ty Buchanan,146417,T,TEXAS TECH,9,100.0,0,315,60.1,63.7,59.7,5,12,366,100.0,100.0,97.4,4,18,1,627,0,0,325,627,385,385,1,297,242,1
Andre Lamas,123605,G,FAU,11,100.0,0,165,75.6,87.5,70.8,0,5,303,100.0,100.0,98.8,4,6,1,627,213,0,0,627,325,325,414,0,302,0
Zach Holmes,146342,C,BOISE ST,13,100.0,0,120,70.1,68.2,69.7,0,10,287,100.0,100.0,97.9,2,11,1,623,623,0,0,623,300,300,0,0,323,0
Grayson Mains,158120,C,TEMPLE,10,100.0,1,306,49.8,40.7,51.1,7,12,353,100.0,100.0,95.9,1,24,5,623,587,36,0,623,379,379,0,0,244,0
Jimarion McCrimon,175196,T,E CAROLINA,12,100.0,0,156,60.0,65.9,60.3,3,8,311,100.0,100.0,97.9,5,12,1,620,0,0,0,620,336,336,0,616,284,3
Darius Washington,99679,T,FLORIDA ST,10,100.0,1,167,61.4,62.0,60.2,7,8,354,100.0,100.0,95.9,4,22,7,620,0,0,602,620,374,374,13,0,246,5
Naeer Jackson,156546,G,FIU,12,100.0,0,166,51.1,52.9,50.5,4,8,296,100.0,100.0,97.6,4,13,1,619,0,1,0,619,321,321,618,0,298,0
Elijah Pritchett,163611,T,ALABAMA,13,100.0,2,103,46.9,43.9,52.2,2,22,309,100.0,100.0,94.2,4,30,6,619,0,0,64,619,326,326,0,555,293,0
Logan Brown,101566,T,KANSAS,11,100.0,0,198,82.5,78.0,82.2,0,6,278,100.0,100.3,98.9,5,6,0,618,0,0,0,618,293,292,1,609,325,5
Jakob James,52540,C,TOLEDO,10,100.0,0,316,63.5,74.3,56.7,2,4,352,100.0,100.0,98.9,0,7,1,617,617,0,0,617,373,373,0,0,244,0
Nolan Rucci,145179,T,PENN STATE,16,100.0,0,266,73.2,63.2,74.5,4,8,284,100.0,100.0,97.5,1,13,1,614,0,2,29,614,297,297,3,568,317,1
Ender Aguilar,131638,G,TULSA,12,100.0,0,320,50.5,31.8,53.7,3,16,340,100.0,100.0,96.9,0,20,1,613,0,0,0,613,364,364,494,119,249,0
Stanton Ramil,174051,T,MICH STATE,11,100.0,0,223,54.1,58.7,55.4,6,20,332,100.0,100.0,95.2,6,29,3,613,0,0,613,613,344,344,0,0,269,0
Elijah Zollicoffer,156658,G,ARK STATE,11,100.0,0,113,54.5,33.7,62.4,4,9,339,100.0,100.0,97.2,5,16,3,613,0,0,12,613,361,361,548,53,252,0
Beau Stephens,144860,G,IOWA,11,100.0,0,192,71.1,69.8,69.5,2,5,244,100.0,100.0,98.6,1,7,0,612,0,612,0,612,252,252,0,0,360,0
Jimto Obidegwu,144395,T,KENT STATE,11,100.0,2,201,59.4,66.1,54.9,2,11,328,100.0,100.0,97.4,4,15,2,610,0,0,606,610,344,344,0,0,266,3
Monroe Freeling,173548,T,GEORGIA,14,100.0,0,173,70.1,65.3,71.4,3,15,340,100.0,100.0,96.5,2,21,3,609,0,0,422,609,363,363,0,184,246,2
Xavier Chaplin,157653,T,VA TECH,12,100.0,1,337,69.9,72.8,70.4,0,11,300,100.0,100.0,97.5,7,13,2,607,0,0,587,607,315,315,0,0,292,20
Federico Maranges,100771,C,FAU,9,100.0,0,165,75.8,80.7,72.2,2,5,334,100.0,100.0,98.7,1,8,1,605,605,0,0,605,353,353,0,0,252,0
Bryce Ramsey,99086,G,MARSHALL,11,100.0,0,214,56.2,57.9,54.6,3,8,276,100.0,100.0,97.3,1,13,2,605,15,588,0,605,289,289,2,0,316,0
Tank Jenkins,81860,G,HOUSTON,11,100.0,0,182,65.1,84.0,60.7,0,7,284,100.0,100.0,98.4,2,8,1,602,0,0,0,602,300,300,602,0,302,0
Joshua Anderson,157479,T,E MICHIGAN,10,100.0,0,160,59.5,56.7,60.4,6,14,309,100.0,100.0,95.5,3,24,4,602,0,11,0,602,330,330,94,492,272,4
Joshua Blanchard,101032,T,AKRON,12,99.8,2,102,55.0,73.4,48.7,2,14,353,99.7,99.7,96.9,8,19,3,600,0,0,594,601,374,375,0,3,226,2
Melvin Siani,173280,T,TEMPLE,11,100.0,1,306,62.3,74.8,55.3,2,13,343,100.0,100.0,97.2,5,17,2,600,0,0,98,600,371,371,0,501,229,0
James Milovale,175703,T,HAWAII,12,100.0,1,180,61.3,59.5,70.8,8,16,426,100.0,100.0,96.0,7,29,5,600,0,132,0,600,442,442,0,468,158,0
Jerren Gilbert,122673,G,LA TECH,12,100.0,0,208,55.6,72.5,49.0,3,6,329,100.0,100.0,97.7,1,12,3,598,0,0,0,598,336,336,598,0,262,0
Jacob Dennison,125354,T,OHIO,10,100.0,0,259,60.9,71.3,56.3,0,10,266,100.0,100.0,98.1,4,10,0,598,0,0,0,598,277,277,0,598,321,0
Carson Hinzman,162867,C,OHIO STATE,14,100.0,0,260,56.0,41.7,59.2,1,12,292,100.0,100.0,97.4,2,14,1,597,422,169,0,597,304,304,6,0,293,0
