round,pick,overall_pick,team,original_pick_owner,acquired_via,player_name,player_uid,position,school,final_grade,round_value,pick_score,selection_mode,softmax_temperature,team_athletic_bias_enabled,team_athletic_fit_modifier,team_athletic_target_ras,player_athletic_proxy,player_athletic_source,team_athletic_tier,team_athletic_threshold_mode,team_athletic_threshold_confidence,team_athletic_bias_reason,recent_pos_investment_modifier,recent_pos_investment_capital_score,recent_pos_investment_y1_r1_count,recent_pos_investment_y1_r12_count,recent_pos_investment_y2_r1_count,recent_pos_investment_best_pick_recent,recent_pos_investment_reason,intra_draft_pos_modifier,intra_draft_pos_count_before,intra_draft_pos_first_round_taken,intra_draft_pos_reason,position_demand_modifier,position_demand_target_total,position_demand_expected_to_date,position_demand_picked_before,position_demand_max_cap,position_demand_need_rank,position_demand_pressure,position_demand_reason,qb_realism_modifier,qb_realism_starter_quality,qb_realism_future_need_1y,qb_realism_future_need_2y,qb_realism_pressure,qb_realism_need_rank,qb_realism_y1_r1_count,qb_realism_best_pick_recent,qb_realism_reason,position_value_curve_modifier,position_value_curve_reason,position_value_curve_tier,position_value_curve_elite_gate,position_value_modifier,pick_driver_top5,pick_driver_1_code,pick_driver_1_value,pick_driver_1_reason,pick_driver_2_code,pick_driver_2_value,pick_driver_2_reason,pick_driver_3_code,pick_driver_3_value,pick_driver_3_reason,pick_driver_4_code,pick_driver_4_value,pick_driver_4_reason,pick_driver_5_code,pick_driver_5_value,pick_driver_5_reason
1,11,11,MIA,MIA,,Austin Barber,27-austin-barber,OT,Florida,79.62,Round 4-5,0.5561,sample,0.13,1,0.0099,8.04,9.76,ras_estimate,A+ Athlete-heavy,position,0.143,position_delta_1.72_scale_0.22_cap_0.012,-0.1806,1.176,0,1,0,37,y1_r12_same_pos,0.0,0,,none,0.0691,1,0.25,0,2,1,0.557,under_target|need1_early_push,0.0,,,,,,0,,none,0.0,none,,,0.03,value:+0.3999:board=0.56|run=0.469|scarcity=0.3|need:+0.3270:need=1.0|demand=under_target|need1_early_push|investment:-0.1806:y1_r12_same_pos|athletic_fit:+0.0099:position_delta_1.72_scale_0.22_cap_0.012|guardrail:+0.0000:intra=none|curve=none|qb=none,value,0.3999,board=0.56|run=0.469|scarcity=0.3,need,0.327,need=1.0|demand=under_target|need1_early_push,investment,-0.1806,y1_r12_same_pos,athletic_fit,0.0099,position_delta_1.72_scale_0.22_cap_0.012,guardrail,0.0,intra=none|curve=none|qb=none
1,12,12,DAL,DAL,,Zachariah Branch,266-zachariah-branch,WR,Georgia,80.48,Round 2-3,0.5278,sample,0.13,1,0.0123,6.99,8.95,ras_estimate,A Athlete-lean,position,0.286,position_delta_1.96_scale_0.27_cap_0.015,-0.0057,0.095,0,0,0,216,capital_decay_only,0.0,0,,none,0.0,0,0.0,0,3,4,0.306,on_track,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.3909:board=0.65|run=0.334|scarcity=0.0|need:+0.1303:need=0.15|demand=on_track|athletic_fit:+0.0123:position_delta_1.96_scale_0.27_cap_0.015|investment:-0.0057:capital_decay_only|guardrail:+0.0000:intra=none|curve=none|qb=none,value,0.3909,board=0.65|run=0.334|scarcity=0.0,need,0.1303,need=0.15|demand=on_track,athletic_fit,0.0123,position_delta_1.96_scale_0.27_cap_0.015,investment,-0.0057,capital_decay_only,guardrail,0.0,intra=none|curve=none|qb=none
1,13,13,LAR,ATL,LAR g ATL (2025 Draft trade),Zion Young,321-zion-young,EDGE,Missouri Tigers,81.7,Round 2-3,0.6326,sample,0.13,1,0.0059,6.66,7.0,formula_athletic_component,C Balanced,position,0.571,position_delta_0.34_scale_0.39_cap_0.019,0.0,0.0,0,0,0,,none,0.0,0,,none,0.0165,2,0.22,0,3,4,0.5,under_target,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.4649:board=0.76|run=0.469|scarcity=0.0|need:+0.1618:need=0.15|demand=under_target|athletic_fit:+0.0059:position_delta_0.34_scale_0.39_cap_0.019|guardrail:+0.0000:intra=none|curve=none|qb=none|investment:+0.0000:none,value,0.4649,board=0.76|run=0.469|scarcity=0.0,need,0.1618,need=0.15|demand=under_target,athletic_fit,0.0059,position_delta_0.34_scale_0.39_cap_0.019,guardrail,0.0,intra=none|curve=none|qb=none,investment,0.0,none
1,14,14,BAL,BAL,,Mansoor Delane,305-mansoor-delane,CB,LSU Tigers,82.5,Round 2-3,0.6323,sample,0.13,1,-0.01,7.6,6.85,formula_athletic_component,A+ Athlete-heavy,position,0.429,position_delta_-0.75_scale_0.33_cap_0.017,-0.1229,1.215,0,0,1,30,y2_r1_same_pos,0.0,0,,none,0.0146,1,0.19,0,3,2,0.565,under_target,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.5198:board=0.85|run=0.522|scarcity=0.0|need:+0.2454:need=0.72|demand=under_target|investment:-0.1229:y2_r1_same_pos|athletic_fit:-0.0100:position_delta_-0.75_scale_0.33_cap_0.017|guardrail:+0.0000:intra=none|curve=none|qb=none,value,0.5198,board=0.85|run=0.522|scarcity=0.0,need,0.2454,need=0.72|demand=under_target,investment,-0.1229,y2_r1_same_pos,athletic_fit,-0.01,position_delta_-0.75_scale_0.33_cap_0.017,guardrail,0.0,intra=none|curve=none|qb=none
1,15,15,TB,TB,,T.J. Parker,11-t.j.-parker,EDGE,Clemson,82.06,Round 2-3,0.8393,sample,0.13,1,0.0149,7.02,9.34,ras_estimate,B Balanced-athletic,position,0.429,position_delta_2.32_scale_0.33_cap_0.017,-0.0084,0.14,0,0,0,157,capital_decay_only,0.0,0,,none,0.0676,1,0.25,0,3,1,0.357,under_target|need1_early_push,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.4924:board=0.81|run=0.469|scarcity=0.0|need:+0.3404:need=1.0|demand=under_target|need1_early_push|athletic_fit:+0.0149:position_delta_2.32_scale_0.33_cap_0.017|investment:-0.0084:capital_decay_only|guardrail:+0.0000:intra=none|curve=none|qb=none,value,0.4924,board=0.81|run=0.469|scarcity=0.0,need,0.3404,need=1.0|demand=under_target|need1_early_push,athletic_fit,0.0149,position_delta_2.32_scale_0.33_cap_0.017,investment,-0.0084,capital_decay_only,guardrail,0.0,intra=none|curve=none|qb=none
1,16,16,NYJ,IND,NYJ g IND (A Gardner),Christen Miller,311-christen-miller,DT,Georgia Bulldogs,81.62,Round 2-3,0.61,sample,0.13,1,-0.0084,7.5,6.96,formula_athletic_component,A Athlete-lean,bucket,0.3,bucket_delta_-0.54_scale_0.28_cap_0.012,0.0,0.0,0,0,0,,none,0.0,0,,none,0.0,0,0.0,0,2,4,0.356,on_track,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.4745:board=0.75|run=0.47|scarcity=0.3|need:+0.1438:need=0.15|demand=on_track|athletic_fit:-0.0084:bucket_delta_-0.54_scale_0.28_cap_0.012|guardrail:+0.0000:intra=none|curve=none|qb=none|investment:+0.0000:none,value,0.4745,board=0.75|run=0.47|scarcity=0.3,need,0.1438,need=0.15|demand=on_track,athletic_fit,-0.0084,bucket_delta_-0.54_scale_0.28_cap_0.012,guardrail,0.0,intra=none|curve=none|qb=none,investment,0.0,none
1,17,17,DET,DET,,R Mason Thomas,30-r-mason-thomas,EDGE,Oklahoma,82.88,Round 2-3,0.8659,sample,0.13,1,0.0123,6.87,8.68,formula_athletic_component,D Film/production-tolerant,position,0.286,position_delta_1.81_scale_0.27_cap_0.015,-0.0054,0.09,0,0,0,196,capital_decay_only,0.0,0,,none,0.0675,1,0.25,0,3,1,0.352,under_target|need1_early_push,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.5148:board=0.87|run=0.362|scarcity=0.0|need:+0.3443:need=1.0|demand=under_target|need1_early_push|athletic_fit:+0.0123:position_delta_1.81_scale_0.27_cap_0.015|investment:-0.0054:capital_decay_only|guardrail:+0.0000:intra=none|curve=none|qb=none,value,0.5148,board=0.87|run=0.362|scarcity=0.0,need,0.3443,need=1.0|demand=under_target|need1_early_push,athletic_fit,0.0123,position_delta_1.81_scale_0.27_cap_0.015,investment,-0.0054,capital_decay_only,guardrail,0.0,intra=none|curve=none|qb=none
1,18,18,MIN,MIN,,Rueben Bain Jr.,301-rueben-bain-jr.,EDGE,Miami (FL) Hurricanes,80.15,Round 2-3,0.5281,sample,0.13,1,0.0,7.07,6.89,formula_athletic_component,D Film/production-tolerant,position,0.143,position_delta_-0.18_scale_0.22_cap_0.012,0.0,0.0,0,0,0,,none,0.0,0,,none,0.0,0,0.0,0,3,4,0.355,on_track,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.3828:board=0.63|run=0.362|scarcity=0.0|need:+0.1453:need=0.15|demand=on_track|guardrail:+0.0000:intra=none|curve=none|qb=none|investment:+0.0000:none|athletic_fit:+0.0000:position_delta_-0.18_scale_0.22_cap_0.012,value,0.3828,board=0.63|run=0.362|scarcity=0.0,need,0.1453,need=0.15|demand=on_track,guardrail,0.0,intra=none|curve=none|qb=none,investment,0.0,none,athletic_fit,0.0,position_delta_-0.18_scale_0.22_cap_0.012
1,19,19,CAR,CAR,,A.J. Haulcy,319-a.j.-haulcy,S,LSU Tigers,83.6,Round 2-3,0.6979,sample,0.13,1,0.0123,6.72,8.82,formula_athletic_component,B Balanced-athletic,position,0.286,position_delta_2.1_scale_0.27_cap_0.015,-0.0174,0.29,0,0,0,122,capital_decay_only,0.0,0,,none,0.0,0,0.0,0,2,4,0.209,on_track,0.0,,,,,,0,,none,0.008,elite_exception,elite_clear,rank<=14,0.0,value:+0.5496:board=0.91|run=0.191|scarcity=0.6|need:+0.1453:need=0.15|demand=on_track|investment:-0.0174:capital_decay_only|athletic_fit:+0.0123:position_delta_2.1_scale_0.27_cap_0.015|guardrail:+0.0080:intra=none|curve=elite_exception|qb=none,value,0.5496,board=0.91|run=0.191|scarcity=0.6,need,0.1453,need=0.15|demand=on_track,investment,-0.0174,capital_decay_only,athletic_fit,0.0123,position_delta_2.1_scale_0.27_cap_0.015,guardrail,0.008,intra=none|curve=elite_exception|qb=none
1,20,20,DAL,GB,DAL g GB (M Parsons),DJ McKinney,35-dj-mckinney,CB,Colorado,79.47,Round 4-5,0.4898,sample,0.13,1,-0.0081,8.0,6.91,formula_athletic_component,A Athlete-lean,position,0.0,position_delta_-1.09_scale_0.18_cap_0.01,-0.0316,0.526,0,0,0,76,capital_decay_only,0.0,0,,none,0.0,0,0.0,0,3,3,0.186,on_track,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.3361:board=0.53|run=0.446|scarcity=0.0|need:+0.1933:need=0.48|demand=on_track|investment:-0.0316:capital_decay_only|athletic_fit:-0.0081:position_delta_-1.09_scale_0.18_cap_0.01|guardrail:+0.0000:intra=none|curve=none|qb=none,value,0.3361,board=0.53|run=0.446|scarcity=0.0,need,0.1933,need=0.48|demand=on_track,investment,-0.0316,capital_decay_only,athletic_fit,-0.0081,position_delta_-1.09_scale_0.18_cap_0.01,guardrail,0.0,intra=none|curve=none|qb=none
1,21,21,PIT,PIT,,Skyler Bell,348-skyler-bell,WR,Connecticut Huskies,80.46,Round 2-3,0.5496,sample,0.13,1,-0.0082,6.77,6.21,formula_athletic_component,C Balanced,position,0.286,position_delta_-0.56_scale_0.27_cap_0.015,-0.0164,0.274,0,0,0,84,capital_decay_only,0.0,0,,none,0.0096,1,0.14,0,3,3,0.229,under_target,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.3848:board=0.64|run=0.327|scarcity=0.0|need:+0.1894:need=0.48|demand=under_target|investment:-0.0164:capital_decay_only|athletic_fit:-0.0082:position_delta_-0.56_scale_0.27_cap_0.015|guardrail:+0.0000:intra=none|curve=none|qb=none,value,0.3848,board=0.64|run=0.327|scarcity=0.0,need,0.1894,need=0.48|demand=under_target,investment,-0.0164,capital_decay_only,athletic_fit,-0.0082,position_delta_-0.56_scale_0.27_cap_0.015,guardrail,0.0,intra=none|curve=none|qb=none
1,22,22,LAC,LAC,,Akheem Mesidor,313-akheem-mesidor,EDGE,Miami (FL) Hurricanes,80.54,Round 2-3,0.5348,sample,0.13,1,-0.0033,7.2,6.92,formula_athletic_component,C Balanced,position,0.143,position_delta_-0.28_scale_0.22_cap_0.012,0.0,0.0,0,0,0,,none,0.0,0,,none,0.0,0,0.0,0,3,4,0.351,on_track,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.3928:board=0.66|run=0.297|scarcity=0.0|need:+0.1453:need=0.15|demand=on_track|athletic_fit:-0.0033:position_delta_-0.28_scale_0.22_cap_0.012|guardrail:+0.0000:intra=none|curve=none|qb=none|investment:+0.0000:none,value,0.3928,board=0.66|run=0.297|scarcity=0.0,need,0.1453,need=0.15|demand=on_track,athletic_fit,-0.0033,position_delta_-0.28_scale_0.22_cap_0.012,guardrail,0.0,intra=none|curve=none|qb=none,investment,0.0,none
1,23,23,PHI,PHI,,LT Overton,23-lt-overton,EDGE,Alabama,81.71,Round 2-3,0.8198,sample,0.13,1,0.0123,7.47,8.76,formula_athletic_component,A Athlete-lean,position,0.286,position_delta_1.29_scale_0.27_cap_0.015,0.0,0.0,0,0,0,,none,0.0,0,,none,0.0675,1,0.25,0,3,1,0.355,under_target|need1_early_push,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.4618:board=0.77|run=0.232|scarcity=0.3|need:+0.3457:need=1.0|demand=under_target|need1_early_push|athletic_fit:+0.0123:position_delta_1.29_scale_0.27_cap_0.015|guardrail:+0.0000:intra=none|curve=none|qb=none|investment:+0.0000:none,value,0.4618,board=0.77|run=0.232|scarcity=0.3,need,0.3457,need=1.0|demand=under_target|need1_early_push,athletic_fit,0.0123,position_delta_1.29_scale_0.27_cap_0.015,guardrail,0.0,intra=none|curve=none|qb=none,investment,0.0,none
1,24,24,CLE,JAX,CLE g JAX (2025 Draft Trade),Nyck Harbor,589-nyck-harbor,WR,South Carolina,81.6,Round 2-3,0.7871,sample,0.13,1,0.0118,6.13,6.91,formula_athletic_component,D Film/production-tolerant,position,0.571,position_delta_0.78_scale_0.39_cap_0.019,-0.0175,0.291,0,0,0,74,capital_decay_only,0.0,0,,none,0.0881,2,0.49,0,3,1,0.554,under_target|need1_early_push,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.4469:board=0.74|run=0.399|scarcity=0.0|need:+0.3460:need=1.0|demand=under_target|need1_early_push|investment:-0.0175:capital_decay_only|athletic_fit:+0.0118:position_delta_0.78_scale_0.39_cap_0.019|guardrail:+0.0000:intra=none|curve=none|qb=none,value,0.4469,board=0.74|run=0.399|scarcity=0.0,need,0.346,need=1.0|demand=under_target|need1_early_push,investment,-0.0175,capital_decay_only,athletic_fit,0.0118,position_delta_0.78_scale_0.39_cap_0.019,guardrail,0.0,intra=none|curve=none|qb=none
1,25,25,CHI,CHI,,Gabriel Brownlow-Dindy,159-gabriel-brownlow-dindy,DT,South Carolina,78.28,Round 4-5,0.2684,sample,0.13,1,0.0,7.08,6.92,formula_athletic_component,B Balanced-athletic,position,0.143,position_delta_-0.16_scale_0.22_cap_0.012,-0.179,1.15,0,1,0,53,y1_r12_same_pos,0.0,0,,none,0.0135,1,0.19,0,2,2,0.371,under_target,0.0,,,,,,0,,none,0.0,none,,,0.0,need:+0.2482:need=0.72|demand=under_target|value:+0.1991:board=0.24|run=0.521|scarcity=0.3|investment:-0.1790:y1_r12_same_pos|guardrail:+0.0000:intra=none|curve=none|qb=none|athletic_fit:+0.0000:position_delta_-0.16_scale_0.22_cap_0.012,need,0.2482,need=0.72|demand=under_target,value,0.1991,board=0.24|run=0.521|scarcity=0.3,investment,-0.179,y1_r12_same_pos,guardrail,0.0,intra=none|curve=none|qb=none,athletic_fit,0.0,position_delta_-0.16_scale_0.22_cap_0.012
1,26,26,BUF,BUF,,Lorenzo Styles Jr.,225-lorenzo-styles-jr.,CB,Ohio State,79.39,Round 4-5,0.335,sample,0.13,1,0.0149,6.6,9.96,ras_estimate,D Film/production-tolerant,position,0.429,position_delta_3.36_scale_0.33_cap_0.017,-0.2367,1.445,1,1,1,30,y1_r1_same_pos,0.0,0,,none,0.013,1,0.19,0,3,2,0.295,under_target,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.3145:board=0.5|run=0.395|scarcity=0.0|need:+0.2423:need=0.72|demand=under_target|investment:-0.2367:y1_r1_same_pos|athletic_fit:+0.0149:position_delta_3.36_scale_0.33_cap_0.017|guardrail:+0.0000:intra=none|curve=none|qb=none,value,0.3145,board=0.5|run=0.395|scarcity=0.0,need,0.2423,need=0.72|demand=under_target,investment,-0.2367,y1_r1_same_pos,athletic_fit,0.0149,position_delta_3.36_scale_0.33_cap_0.017,guardrail,0.0,intra=none|curve=none|qb=none
