source,snapshot_date,source_rank,player_name,school,position,source_url,report_text,cbs_wilson_rank
CBS_Wilson_BigBoard_2026,2026-02-26,46,Ted Hurst,Georgia State,WR,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Ted Hurst (WR, Georgia State) ranked #46.",46
CBS_Wilson_BigBoard_2026,2026-02-26,47,Darrell Jackson Jr.,Florida State,DT,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Darrell Jackson Jr. (DT, Florida State) ranked #47.",47
CBS_Wilson_BigBoard_2026,2026-02-26,48,Treydan Stukes,Arizona,CB,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Treydan Stukes (CB, Arizona) ranked #48.",48
CBS_Wilson_BigBoard_2026,2026-02-26,49,Beau Stephens,Iowa,IOL,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Beau Stephens (IOL, Iowa) ranked #49.",49
CBS_Wilson_BigBoard_2026,2026-02-26,50,Devin Moore,Florida,CB,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Devin Moore (CB, Florida) ranked #50.",50
CBS_Wilson_BigBoard_2026,2026-02-26,51,Domonique Orange,Iowa State,DT,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Domonique Orange (DT, Iowa State) ranked #51.",51
CBS_Wilson_BigBoard_2026,2026-02-26,52,Malik Muhammad,Texas,CB,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Malik Muhammad (CB, Texas) ranked #52.",52
CBS_Wilson_BigBoard_2026,2026-02-26,53,Chris Johnson,San Diego State,CB,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Chris Johnson (CB, San Diego State) ranked #53.",53
CBS_Wilson_BigBoard_2026,2026-02-26,54,Ephesians Prysock,Washington,CB,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Ephesians Prysock (CB, Washington) ranked #54.",54
CBS_Wilson_BigBoard_2026,2026-02-26,55,Jeremiah Wright,Auburn,IOL,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Jeremiah Wright (IOL, Auburn) ranked #55.",55
CBS_Wilson_BigBoard_2026,2026-02-26,56,Lee Hunter,Texas Tech,DT,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Lee Hunter (DT, Texas Tech) ranked #56.",56
CBS_Wilson_BigBoard_2026,2026-02-26,57,Davison Igbinosun,Ohio State,CB,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Davison Igbinosun (CB, Ohio State) ranked #57.",57
CBS_Wilson_BigBoard_2026,2026-02-26,58,Keagen Trost,Missouri,OT,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Keagen Trost (OT, Missouri) ranked #58.",58
CBS_Wilson_BigBoard_2026,2026-02-26,59,Malachi Lawrence,UCF,EDGE,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Malachi Lawrence (EDGE, UCF) ranked #59.",59
CBS_Wilson_BigBoard_2026,2026-02-26,60,Nick Barrett,South Carolina,DT,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Nick Barrett (DT, South Carolina) ranked #60.",60
CBS_Wilson_BigBoard_2026,2026-02-26,61,Hezekiah Masses,California,CB,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Hezekiah Masses (CB, California) ranked #61.",61
CBS_Wilson_BigBoard_2026,2026-02-26,62,Keyron Crawford,Auburn,EDGE,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Keyron Crawford (EDGE, Auburn) ranked #62.",62
CBS_Wilson_BigBoard_2026,2026-02-26,63,Fernando Carmona,Arkansas,IOL,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Fernando Carmona (IOL, Arkansas) ranked #63.",63
CBS_Wilson_BigBoard_2026,2026-02-26,64,Pat Coogan,Indiana,IOL,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Pat Coogan (IOL, Indiana) ranked #64.",64
CBS_Wilson_BigBoard_2026,2026-02-26,65,TJ Hall,Iowa,CB,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: TJ Hall (CB, Iowa) ranked #65.",65
CBS_Wilson_BigBoard_2026,2026-02-26,66,Emmett Johnson,Nebraska,RB,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Emmett Johnson (RB, Nebraska) ranked #66.",66
CBS_Wilson_BigBoard_2026,2026-02-26,67,Trey Zuhn III,Texas A&M,IOL,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Trey Zuhn III (IOL, Texas A&M) ranked #67.",67
CBS_Wilson_BigBoard_2026,2026-02-26,68,Tacario Davis,Washington,CB,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Tacario Davis (CB, Washington) ranked #68.",68
CBS_Wilson_BigBoard_2026,2026-02-26,69,Caleb Tiernan,Northwestern,OT,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Caleb Tiernan (OT, Northwestern) ranked #69.",69
CBS_Wilson_BigBoard_2026,2026-02-26,70,Gracen Halton,Oklahoma,DT,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Gracen Halton (DT, Oklahoma) ranked #70.",70
CBS_Wilson_BigBoard_2026,2026-02-26,71,David Gusta,Kentucky,DT,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: David Gusta (DT, Kentucky) ranked #71.",71
CBS_Wilson_BigBoard_2026,2026-02-26,72,Antonio Williams,Clemson,WR,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Antonio Williams (WR, Clemson) ranked #72.",72
CBS_Wilson_BigBoard_2026,2026-02-26,73,Dametrious Crownover,Texas A&M,OT,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Dametrious Crownover (OT, Texas A&M) ranked #73.",73
CBS_Wilson_BigBoard_2026,2026-02-26,74,D'Angelo Ponds,Indiana,CB,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: D'Angelo Ponds (CB, Indiana) ranked #74.",74
CBS_Wilson_BigBoard_2026,2026-02-26,75,Devon Marshall,NC State,CB,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Devon Marshall (CB, NC State) ranked #75.",75
CBS_Wilson_BigBoard_2026,2026-02-26,76,VJ Payne,Kansas State,S,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: VJ Payne (S, Kansas State) ranked #76.",76
CBS_Wilson_BigBoard_2026,2026-02-26,77,Malachi Fields,Notre Dame,WR,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Malachi Fields (WR, Notre Dame) ranked #77.",77
CBS_Wilson_BigBoard_2026,2026-02-26,78,Will Lee III,Texas A&M,CB,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Will Lee III (CB, Texas A&M) ranked #78.",78
CBS_Wilson_BigBoard_2026,2026-02-26,79,Chandler Rivers,Duke,CB,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Chandler Rivers (CB, Duke) ranked #79.",79
CBS_Wilson_BigBoard_2026,2026-02-26,80,Jacob Rodriguez,Texas Tech,LB,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Jacob Rodriguez (LB, Texas Tech) ranked #80.",80
CBS_Wilson_BigBoard_2026,2026-02-26,81,Jalen McMurray,Tennessee,S,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Jalen McMurray (S, Tennessee) ranked #81.",81
CBS_Wilson_BigBoard_2026,2026-02-26,82,Deontae Lawson,Alabama,LB,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Deontae Lawson (LB, Alabama) ranked #82.",82
CBS_Wilson_BigBoard_2026,2026-02-26,83,Jordan Hudson,SMU,WR,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Jordan Hudson (WR, SMU) ranked #83.",83
CBS_Wilson_BigBoard_2026,2026-02-26,84,Zakee Wheatley,Penn State,S,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Zakee Wheatley (S, Penn State) ranked #84.",84
CBS_Wilson_BigBoard_2026,2026-02-26,85,Chris McClellan,Missouri,DT,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Chris McClellan (DT, Missouri) ranked #85.",85
CBS_Wilson_BigBoard_2026,2026-02-26,86,Anthony Hill Jr.,Texas,LB,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Anthony Hill Jr. (LB, Texas) ranked #86.",86
CBS_Wilson_BigBoard_2026,2026-02-26,87,Elijah Sarratt,Indiana,WR,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Elijah Sarratt (WR, Indiana) ranked #87.",87
CBS_Wilson_BigBoard_2026,2026-02-26,88,Rayshaun Benny,Michigan,DT,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Rayshaun Benny (DT, Michigan) ranked #88.",88
CBS_Wilson_BigBoard_2026,2026-02-26,89,Christen Miller,Georgia,DT,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Christen Miller (DT, Georgia) ranked #89.",89
CBS_Wilson_BigBoard_2026,2026-02-26,90,Sam Hecht,Kansas State,IOL,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Sam Hecht (IOL, Kansas State) ranked #90.",90
CBS_Wilson_BigBoard_2026,2026-02-26,91,Jude Bowry,Boston College,OT,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Jude Bowry (OT, Boston College) ranked #91.",91
CBS_Wilson_BigBoard_2026,2026-02-26,92,Keionte Scott,Miami,S,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Keionte Scott (S, Miami) ranked #92.",92
CBS_Wilson_BigBoard_2026,2026-02-26,93,Genesis Smith,Arizona,S,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Genesis Smith (S, Arizona) ranked #93.",93
CBS_Wilson_BigBoard_2026,2026-02-26,94,Kage Casey,Boise State,OT,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Kage Casey (OT, Boise State) ranked #94.",94
CBS_Wilson_BigBoard_2026,2026-02-26,95,Taurean York,Texas A&M,LB,https://www.cbssports.com/nfl/draft/news/wilsons-2026-nfl-draft-big-board-top-125-prospect-rankings/,"CBS Ryan Wilson Top-125 ranking entry: Taurean York (LB, Texas A&M) ranked #95.",95
